,영화명,감독,개봉일,국가,스크린수,관객수,관람가,장르,개봉연도,개봉월,흥행
1830,가면,양윤호,2007-12-27,한국,0,322342,19세이상,스릴러,2007,12,0
1831,아담스 패밀리,그렉 티어넌,2019-11-07,미국,802,321726,전체,애니메이션,2019,11,0
1832,좋지 아니한가,정윤철,2007-03-01,한국,0,321654,15세이상,드라마,2007,3,0
1833,옥자,봉준호,2017-06-29,미국,111,321550,12세이상,어드벤처,2017,6,0
1834,블레이드 러너 2049,드니 빌뇌브,2017-10-12,미국,664,321018,15세이상,SF,2017,10,0
1835,어글리 트루스,로버트 루게틱,2009-09-17,미국,185,320997,19세이상,코미디,2009,9,0
1836,극적인 하룻밤,하기호,2015-12-03,한국,434,320923,19세이상,멜로/로맨스,2015,12,0
1837,"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",유야마 쿠니히코,2014-01-09,일본,406,320409,전체,애니메이션,2014,1,0
1838,아기배달부 스토크,니콜라스 스톨러,2016-12-07,미국,538,320353,전체,애니메이션,2016,12,0
1839,인터프리터,시드니 폴락,2005-04-22,영국,0,320000,12세이상,드라마,2005,4,0
1841,뮨: 달의 요정,알렉상드르 헤보얀,2015-09-24,프랑스,365,319072,전체,애니메이션,2015,9,0
1842,빅풋 주니어,제레미 드그루손,2017-08-09,벨기에,437,318737,전체,애니메이션,2017,8,0
1843,오멘,존 무어,2006-06-06,미국,0,318350,18세이상,공포(호러),2006,6,0
1844,검우강호,오우삼,2010-10-14,홍콩,343,318157,15세이상,액션,2010,10,0
1845,도리화가,이종필,2015-11-25,한국,563,317505,12세이상,사극,2015,11,0
1846,유실물,후루사와 다케시,2006-07-27,일본,0,317439,15세이상,공포(호러),2006,7,0
1847,세상에서 가장 아름다운 이별,민규동,2011-04-20,한국,340,316788,15세이상,드라마,2011,4,0
1848,레드카펫,박범수,2014-10-23,한국,385,316780,15세이상,멜로/로맨스,2014,10,0
1849,퍼펙트 겟어웨이,데이빗 토히,2009-08-20,미국,226,315888,15세이상,스릴러,2009,8,0
1850,P.S. 아이 러브 유,리차드 라그라브네스,2008-01-03,미국,196,315863,15세이상,멜로/로맨스,2008,1,0
1851,극장판 도라에몽:진구의 마계대모험 7인의 마법사,테라모토 유키요,2008-07-17,일본,83,315809,전체,애니메이션,2008,7,0
1852,겁나는 여친의 완벽한 비밀,이반 라이트만,2006-08-17,미국,0,315396,15세이상,코미디,2006,8,0
1853,캐롤,토드 헤인즈,2016-02-04,미국,221,315321,19세이상,드라마,2016,2,0
1854,차이니즈 조디악,성룡,2013-02-27,중국,300,315305,12세이상,액션,2013,2,0
1855,스카우트,김현석,2007-11-14,한국,0,315187,12세이상,드라마,2007,11,0
1856,번 더 스테이지: 더 무비,박준수,2018-11-15,한국,243,315010,전체,기타,2018,11,0
1857,마이 블랙 미니드레스,허인무,2011-03-24,한국,325,313953,15세이상,드라마,2011,3,0
1858,엘라의 모험 : 해피엔딩의 위기,폴 J. 볼거,2008-01-24,독일,191,312640,전체,애니메이션,2008,1,0
1859,CJ7:장강7호,주성치,2008-08-21,홍콩,234,312576,전체,SF,2008,8,0
1860,헨젤과 그레텔,임필성,2007-12-27,한국,0,312459,12세이상,드라마,2007,12,0
1864,인사이드 맨,스파이크 리,2006-04-21,미국,0,311495,15세이상,드라마,2006,4,0
1865,비행기 2: 소방구조대,로버츠 개너웨이,2014-08-13,미국,341,311456,전체,애니메이션,2014,8,0
1866,쇼퍼홀릭,P.J. 호건,2009-03-26,미국,180,311274,12세이상,코미디,2009,3,0
1867,트루스 오어 데어,제프 와드로,2018-05-22,미국,530,310956,15세이상,공포(호러),2018,5,0
1868,게이머,브라이언 테일러,2009-10-01,미국,262,310548,19세이상,액션,2009,10,0
1869,주피터 어센딩,라나 워쇼스키,2015-02-05,미국,561,309729,12세이상,SF,2015,2,0
1870,위대한 소원,남대중,2016-04-21,한국,524,308180,15세이상,코미디,2016,4,0
1871,주온-원혼의 부활,아사토 마리,2009-07-09,일본,145,308057,15세이상,공포(호러),2009,7,0
1872,가디언의 전설,잭 스나이더,2010-10-28,미국,268,307217,전체,애니메이션,2010,10,0
1874,덕구,방수인,2018-04-05,한국,544,306126,전체,드라마,2018,4,0
1875,개를 훔치는 완벽한 방법,김성호,2014-12-31,한국,205,306119,전체,드라마,2014,12,0
1876,드리머,존 개틴스,2006-04-13,미국,0,305993,전체,드라마,2006,4,0
1877,예스터데이,대니 보일,2019-09-18,미국,816,305504,12세이상,드라마,2019,9,0
1881,패딩턴,폴 킹,2015-01-07,영국,408,305100,전체,코미디,2015,1,0
1882,에이리언 VS 프레데터,폴 W.S. 앤더슨,2004-09-03,미국,0,304360,15세이상,SF,2004,9,0
1883,식스틴블럭,리차드 도너,2006-04-20,미국,0,303521,15세이상,액션,2006,4,0
1884,리크루트,로저 도널드슨,2003-03-14,미국,0,303458,15세이상,범죄,2003,3,0
1885,아포칼립토,멜 깁슨,2007-01-31,미국,0,303030,19세이상,액션,2007,1,0
1886,대한민국 헌법 제1조,송경식,2003-03-14,한국,0,301595,18세이상,코미디,2003,3,0
1887,어깨 너머의 연인,이언희,2007-10-18,한국,0,301153,19세이상,드라마,2007,10,0
1888,묵공,장지량,2007-01-10,중국,0,300541,12세이상,전쟁,2007,1,0
1889,포켓몬 더 무비 XY 후파: 광륜의 초마신,유야마 쿠니히코,2015-12-23,일본,360,300477,전체,애니메이션,2015,12,0
1890,새벽의 저주,잭 스나이더,2004-05-14,미국,0,300000,18세이상,공포(호러),2004,5,0
1891,빌리와 용감한 녀석들 3D,라인하드 클루스,2012-08-08,독일,241,299434,전체,애니메이션,2012,8,0
1892,프랑켄슈타인: 불멸의 영웅,스튜어트 베티,2014-02-06,미국,378,298983,12세이상,액션,2014,2,0
1893,오즈의 마법사: 돌아온 도로시,윌 핀,2015-02-12,미국,330,298298,전체,애니메이션,2015,2,0
1894,위험한 관계,허진호,2012-10-11,한국,334,298086,19세이상,멜로/로맨스,2012,10,0
1895,스포트라이트,토마스 맥카시,2016-02-24,미국,320,297944,15세이상,드라마,2016,2,0
1896,구스범스,롭 레터맨,2016-01-14,미국,515,297356,12세이상,액션,2016,1,0
1897,로렉스,크리스 리노드,2012-05-03,미국,463,297025,전체,애니메이션,2012,5,0
1898,오래된 정원,임상수,2007-01-04,한국,0,296532,12세이상,드라마,2007,1,0
1899,모모와 다락방의 수상한 요괴들,오키우라 히로유키,2012-07-05,일본,253,295189,전체,애니메이션,2012,7,0
1900,서핑 업,애쉬 브래넌,2007-08-09,미국,0,294702,전체,애니메이션,2007,8,0
1901,포인트 브레이크,에릭슨 코어,2016-01-07,미국,409,294320,15세이상,범죄,2016,1,0
1902,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,유야마 쿠니히코,2011-12-22,일본,226,293787,전체,애니메이션,2011,12,0
1903,첫키스만 50번째,피터 시걸,2004-04-15,미국,0,293376,15세이상,코미디,2004,4,0
1905,미성년,김윤석,2019-04-11,한국,673,293258,15세이상,드라마,2019,4,0
1906,가부와 메이 이야기,스기이 기사부로,2006-02-09,일본,0,292992,전체,애니메이션,2006,2,0
1907,이스케이프 플랜,미카엘 하프스트롬,2013-12-05,미국,287,292655,19세이상,액션,2013,12,0
1908,더 코어,존 아미엘,2003-04-18,미국,0,292641,12세이상,SF,2003,4,0
1909,8 마일,커티스 핸슨,2003-02-21,미국,0,292626,18세이상,드라마,2003,2,0
1910,베스트 키드,해럴드 즈워트,2010-06-10,미국,259,292529,12세이상,가족,2010,6,0
1911,"러브, 로지",크리스티안 디터,2014-12-10,영국,379,292430,15세이상,코미디,2014,12,0
1912,더 그레이,조 카나한,2012-02-16,미국,298,292217,15세이상,액션,2012,2,0
1914,호우시절,허진호,2009-10-08,한국,334,291143,15세이상,멜로/로맨스,2009,10,0
1915,미드나잇 미트 트레인,기타무라 류헤이,2008-08-21,미국,191,290334,19세이상,공포(호러),2008,8,0
1916,"제니, 주노",김호준,2005-02-18,한국,0,289829,15세이상,드라마,2005,2,0
1917,앨빈과 슈퍼밴드: 악동 어드벤처,월트 벡커,2016-02-04,미국,380,289645,전체,애니메이션,2016,2,0
1918,런 올 나이트,자움 콜렛 세라,2015-03-19,미국,411,289534,19세이상,액션,2015,3,0
1919,착신아리 파이널,아소 마나부,2006-06-22,일본,0,289469,15세이상,공포(호러),2006,6,0
1920,파이널 데스티네이션 4,데이빗 엘리슨,2009-10-01,미국,216,289117,19세이상,공포(호러),2009,10,0
1921,천로역정: 천국을 찾아서,로버트 페르난데스,2019-06-13,미국,381,288774,전체,애니메이션,2019,6,0
1922,배심원들,홍승완,2019-05-15,한국,784,288113,12세이상,드라마,2019,5,0
1923,혼숨,이두환,2016-10-26,한국,498,288016,15세이상,공포(호러),2016,10,0
1924,앤트 불리,존 A. 데이비스,2006-09-28,미국,0,287984,전체,애니메이션,2006,9,0
1925,저스트 라이크 헤븐,마크 S. 워터스,2005-12-01,미국,0,286969,15세이상,코미디,2005,12,0
1926,기방도령,남대중,2019-07-10,한국,625,286806,15세이상,코미디,2019,7,0
1927,1724 기방난동사건,여균동,2008-12-03,한국,337,286657,15세이상,사극,2008,12,0
1928,커뮤터,자움 콜렛 세라,2018-01-24,영국,575,286042,15세이상,액션,2018,1,0
1929,눈부신 날에,박광수,2007-04-19,한국,0,285825,15세이상,드라마,2007,4,0
1930,여자는 남자의 미래다,홍상수,2004-05-05,한국,0,284872,18세이상,드라마,2004,5,0
1931,신데렐라:마법 반지의 비밀,린 사우더랜드,2019-02-20,미국,575,284755,전체,애니메이션,2019,2,0
1932,88분,존 애브넛,2008-05-29,미국,199,284619,15세이상,드라마,2008,5,0
1933,후드,오토 바서스트,2018-11-28,미국,628,284601,12세이상,어드벤처,2018,11,0
1934,버킷 리스트:죽기전에 꼭 하고싶은것들,롭 라이너,2008-04-09,미국,56,284360,12세이상,코미디,2008,4,0
1935,네버엔딩 스토리,정용주,2012-01-18,한국,269,283449,15세이상,코미디,2012,1,0
1936,다이노 타임,최윤석,2015-04-30,한국,430,283300,전체,애니메이션,2015,4,0
1937,인서전트,로베르트 슈벤트케,2015-03-25,미국,480,282662,15세이상,SF,2015,3,0
1938,웨딩 크래셔,데이빗 돕킨,2006-03-01,미국,0,282651,15세이상,코미디,2006,3,0
1939,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,2016-12-22,일본,480,282419,전체,애니메이션,2016,12,0
1940,프레데터스,님로드 안탈,2010-08-26,미국,230,281642,15세이상,액션,2010,8,0
1941,쓰리 몬스터,박찬욱,2004-08-20,한국,0,281540,18세이상,공포(호러),2004,8,0
1942,오큘러스,마이크 플래너건,2014-05-29,미국,336,279488,15세이상,미스터리,2014,5,0
1943,극장판 안녕 자두야,손석우,2016-05-04,한국,523,278914,전체,애니메이션,2016,5,0
1944,사랑에 대한 모든 것,제임스 마쉬,2014-12-10,미국,399,278015,12세이상,멜로/로맨스,2014,12,0
1945,원스 어폰 어 타임... 인 할리우드,쿠엔틴 타란티노,2019-09-25,미국,678,277319,19세이상,드라마,2019,9,0
1946,드래그 미 투 헬,샘 레이미,2009-06-11,미국,242,277224,15세이상,공포(호러),2009,6,0
1947,존 윅 - 리로드,채드 스타헬스키,2017-02-22,미국,250,276379,19세이상,액션,2017,2,0
1948,우리는 동물원을 샀다,카메론 크로우,2012-01-18,미국,235,276334,전체,가족,2012,1,0
1949,잘 살아보세,안진우,2006-09-28,한국,0,275739,12세이상,코미디,2006,9,0
1950,스트리트 킹,데이비드 에이어,2008-04-17,미국,242,274628,19세이상,범죄,2008,4,0
1951,킬 빌2,쿠엔틴 타란티노,2004-05-14,미국,0,274469,18세이상,액션,2004,5,0
1952,눈의 여왕,블라드 바르베,2013-02-07,러시아,316,274229,전체,애니메이션,2013,2,0
1953,쏘우 4,대런 린 보우즈만,2007-11-21,미국,0,273959,19세이상,공포(호러),2007,11,0
1954,마지막 선물,김영준,2008-02-05,한국,263,272890,15세이상,드라마,2008,2,0
1955,목소리의 형태,야마다 나오코,2017-05-09,일본,466,272877,전체,애니메이션,2017,5,0
1956,바울,앤드류 하얏트,2018-10-31,미국,227,272749,15세이상,드라마,2018,10,0
1957,가루지기,신한솔,2008-04-30,한국,311,272648,19세이상,드라마,2008,4,0
1958,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,마스이 소이치,2012-04-26,일본,277,272062,전체,애니메이션,2012,4,0
1959,요가학원,윤재연,2009-08-20,한국,251,271514,15세이상,공포(호러),2009,8,0
1960,"두뇌유희프로젝트, 퍼즐",김태경,2006-09-14,한국,0,270779,18세이상,범죄,2006,9,0
1961,울프맨,조 존스톤,2010-02-11,미국,266,270683,19세이상,공포(호러),2010,2,0
1962,가비,장윤현,2012-03-15,한국,339,270602,15세이상,드라마,2012,3,0
1963,롤러코스터,하정우,2013-10-17,한국,374,270148,15세이상,코미디,2013,10,0
1964,스페이스 침스:우주선을 찾아서,커크 드 미코,2008-07-17,미국,175,269947,전체,애니메이션,2008,7,0
1965,헨젤과 그레텔: 마녀 사냥꾼 3D,토미 위르콜라,2013-02-14,미국,297,269510,19세이상,액션,2013,2,0
1966,상하이,미카엘 하프스트롬,2011-01-27,미국,217,269157,15세이상,드라마,2011,1,0
1967,모털 엔진,크리스찬 리버스,2018-12-05,미국,661,268921,12세이상,액션,2018,12,0
1968,한니발 라이징,피터 웨버,2007-02-28,미국,0,268474,19세이상,스릴러,2007,2,0
1969,카핑 베토벤,아그네츠카 홀란드,2007-10-03,독일,0,268154,12세이상,드라마,2007,10,0
1970,친구와 연인사이,이반 라이트만,2011-02-10,미국,183,267843,19세이상,코미디,2011,2,0
1971,파이스토리,이경호,2006-07-06,한국,0,267588,전체,애니메이션,2006,7,0
1972,파이스토리 : 악당상어 소탕작전,마크 A.Z. 디페,2013-01-10,미국,298,267373,전체,애니메이션,2013,1,0
1973,캣우먼,피토프,2004-09-24,미국,0,267300,12세이상,액션,2004,9,0
1974,19곰 테드,세스 맥팔레인,2012-09-27,미국,248,266574,19세이상,코미디,2012,9,0
1975,메신져 - 죽은자들의 경고,대니 팽,2007-06-06,미국,0,266487,12세이상,공포(호러),2007,6,0
1976,백 투 더 비기닝,딘 이스라엘리트,2015-02-26,미국,423,266389,15세이상,SF,2015,2,0
1977,저스틴,마누엘 시실라,2013-12-31,스페인,332,266253,전체,애니메이션,2013,12,0
1979,바람의 전설,박정우,2004-04-09,한국,0,266000,15세이상,드라마,2004,4,0
1980,투모로우랜드,브래드 버드,2015-05-27,미국,435,265744,12세이상,액션,2015,5,0
1981,마이 뉴 파트너,김종현,2008-03-06,한국,220,265323,15세이상,액션,2008,3,0
1983,극장판 도라에몽: 진구의 인어대해전,쿠스바 고조,2010-07-28,일본,144,264918,전체,애니메이션,2010,7,0
1984,나를 차버린 스파이,수잔나 포겔,2018-08-22,미국,278,264766,15세이상,액션,2018,8,0
1985,"생, 날선생",김동욱,2006-05-25,한국,0,264525,15세이상,코미디,2006,5,0
1986,그녀는 요술쟁이,노라 에프론,2005-08-25,미국,0,262893,12세이상,코미디,2005,8,0
1987,에반 올마이티,톰 새디악,2007-07-25,미국,0,262291,전체,코미디,2007,7,0
1988,마야,알렉스 스타더만,2014-09-04,독일,295,262289,전체,애니메이션,2014,9,0
1989,악질경찰,이정범,2019-03-20,한국,833,262233,19세이상,범죄,2019,3,0
1993,이퀼리브리엄,커트 위머,2003-10-02,미국,0,261889,15세이상,액션,2003,10,0
1994,스파이 브릿지,스티븐 스필버그,2015-11-05,미국,425,260721,12세이상,스릴러,2015,11,0
1995,원더,스티븐 크보스키,2017-12-27,미국,183,260506,전체,드라마,2017,12,0
1996,장고:분노의 추적자,쿠엔틴 타란티노,2013-03-21,미국,342,260144,19세이상,서부극(웨스턴),2013,3,0
1997,공범자들,최승호,2017-08-17,한국,228,258478,15세이상,다큐멘터리,2017,8,0
1998,킹덤,피터 버그,2007-11-01,미국,0,258419,19세이상,액션,2007,11,0
2002,맥스 페인,존 무어,2008-11-20,미국,155,257808,15세이상,범죄,2008,11,0
2003,함정,권형진,2015-09-10,한국,445,257716,19세이상,스릴러,2015,9,0
2004,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,야마모토 야스이치로,2015-02-12,일본,187,257381,12세이상,애니메이션,2015,2,0
2005,파이널 데스티네이션5,스티븐 쿼일,2011-09-08,미국,168,257193,19세이상,공포(호러),2011,9,0
2006,쓰리 데이즈,폴 해기스,2010-12-22,미국,211,257106,15세이상,범죄,2010,12,0
2007,언브로큰,안젤리나 졸리,2015-01-07,미국,401,256475,15세이상,액션,2015,1,0
2008,카우보이 & 에이리언,존 파브로,2011-08-11,미국,269,256346,15세이상,액션,2011,8,0
2009,기묘한 가족,이민재,2019-02-13,한국,625,256202,12세이상,코미디,2019,2,0
2010,까불지마,오지명,2004-12-03,한국,0,255967,15세이상,드라마,2004,12,0
2011,쏘우,제임스 완,2005-03-10,미국,0,255636,18세이상,스릴러,2005,3,0
2012,pm 11:14,그레그 마크스,2005-06-02,미국,0,255240,15세이상,드라마,2005,6,0
2013,"사랑하니까, 괜찮아",곽지균,2006-08-17,한국,0,254887,12세이상,멜로/로맨스,2006,8,0
2014,13구역,피에르 모렐,2006-08-24,프랑스,0,253838,15세이상,액션,2006,8,0
2015,미트 페어런츠2,제이 로치,2005-04-15,미국,0,253383,15세이상,코미디,2005,4,0
2016,러브 & 트러블,알렉 케시시안,2007-06-14,프랑스,0,252476,15세이상,멜로/로맨스,2007,6,0
